sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1905756		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	3_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_A	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905757		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	3_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_A	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905758		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	3_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_A	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905759		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	3_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_B	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905760		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	3_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_B	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905761		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	3_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_B	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905762		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	3_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_C	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905763		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	3_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_C	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905764		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	3_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_C	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905765		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	3_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_D	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905766		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	3_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_D	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905767		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	3_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_D	naive	Mus musculus	0	SC	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905768		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	3_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_E	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905769		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	3_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_E	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905770		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	3_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_E	naive	Mus musculus	0	OG	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905771		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	3_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_F	naive	Mus musculus	0	Not applicable	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905772		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	3_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_F	naive	Mus musculus	0	Not applicable	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905773		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	3_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	m5	UBERON:feces	UBERON:feces	0	10_03	Mouse_F	naive	Mus musculus	0	Not applicable	2	MDUPHL_DAMG	2	0	FALSE	13132
13132.DMG1905774		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	4_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_A	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905775		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	4_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_A	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905776		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	4_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_A	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905777		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	4_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_B	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905778		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	4_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_B	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905779		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	4_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_B	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905780		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	4_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_C	naive	Mus musculus	0	OG	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905781		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	4_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_C	naive	Mus musculus	0	OG	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905782		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	4_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_C	naive	Mus musculus	0	OG	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905783		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	4_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_D	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905784		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	4_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_D	naive	Mus musculus	0	SC	3	MDUPHL_DAMG	3	0	FALSE	13132
