sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	collection_timestamp	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1906233		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	26_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	0	10_26	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	25	MDUPHL_DAMG	25	undetectable	FALSE	13132
13132.DMG1906262		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	4400000	10090	28_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	4916666.667	10_28	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906235		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	26_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	26_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p18	UBERON:feces	UBERON:feces	0	10_26	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	25	MDUPHL_DAMG	25	none	FALSE	13132
13132.DMG1906370		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	100	10090	4_11 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	33.33333333	11_04	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	34	MDUPHL_DAMG	34	low	FALSE	13132
13132.DMG1906291		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	800	10090	30_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	920	10_30	Mouse_A	colonised	11/7/19	Mus musculus	low	SC	29	MDUPHL_DAMG	29	low	FALSE	13132
13132.DMG1906349		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	2_11 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	33.33333333	11_02	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906367		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	3_11 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	0	11_03	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	33	MDUPHL_DAMG	33	none	FALSE	13132
13132.DMG1906299		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	30_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906344		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	315000	10090	2_11 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	173940	11_02	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	32	MDUPHL_DAMG	32	intermediate	FALSE	13132
13132.DMG1906279		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	4550000	10090	29_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	5300000	10_29	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	28	MDUPHL_DAMG	28	intermediate	FALSE	13132
13132.DMG1906252		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	27_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	26	MDUPHL_DAMG	26	none	FALSE	13132
13132.DMG1906289		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	2400	10090	30_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	920	10_30	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	29	MDUPHL_DAMG	29	low	FALSE	13132
13132.DMG1906257		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	2800	10090	28_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	40360	10_28	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906363		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	3_11 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	0	11_03	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	33	MDUPHL_DAMG	33	undetectable	FALSE	13132
13132.DMG1906362		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	1000	10090	3_11 D5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 D5	adult	Mouse_D5	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	13320	11_03	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	33	MDUPHL_DAMG	33	intermediate	FALSE	13132
13132.DMG1906293		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	30_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906337		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	1_11 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	0	11_01	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	31	MDUPHL_DAMG	31	none	FALSE	13132
13132.DMG1906292		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	1000	10090	30_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	920	10_30	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	29	MDUPHL_DAMG	29	low	FALSE	13132
13132.DMG1906237		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	2200	10090	27_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	33320	10_27	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	26	MDUPHL_DAMG	26	intermediate	FALSE	13132
13132.DMG1906325		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	1_11 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	40	11_01	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906266		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	100	10090	28_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	33.33333333	10_28	Mouse_E	carrier	11/7/19	Mus musculus	low	OG	27	MDUPHL_DAMG	27	low	FALSE	13132
13132.DMG1906308		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	31_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	160	10_31	Mouse_A	colonised	11/7/19	Mus musculus	undetectable	SC	30	MDUPHL_DAMG	30	low	FALSE	13132
13132.DMG1906285		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	29_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	0	10_29	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	28	MDUPHL_DAMG	28	none	FALSE	13132
13132.DMG1906238		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	80000	10090	27_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	33320	10_27	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	26	MDUPHL_DAMG	26	intermediate	FALSE	13132
13132.DMG1906317		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	31_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	0	10_31	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	30	MDUPHL_DAMG	30	undetectable	FALSE	13132
13132.DMG1906357		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	3_11 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	3_11 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p26	UBERON:feces	UBERON:feces	166.6666667	11_03	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	33	MDUPHL_DAMG	33	low	FALSE	13132
13132.DMG1906294		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	30_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906254		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	28_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	40360	10_28	Mouse_A	colonised	11/7/19	Mus musculus	undetectable	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906258		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	2000	10090	28_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	28_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p20	UBERON:feces	UBERON:feces	40360	10_28	Mouse_A	colonised	11/7/19	Mus musculus	intermediate	SC	27	MDUPHL_DAMG	27	intermediate	FALSE	13132
13132.DMG1906248		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	27_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	26	MDUPHL_DAMG	26	undetectable	FALSE	13132
13132.DMG1906305		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	31_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	160	10_31	Mouse_A	colonised	11/7/19	Mus musculus	undetectable	SC	30	MDUPHL_DAMG	30	low	FALSE	13132
13132.DMG1906348		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	19200	10090	2_11 D5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 D5	adult	Mouse_D5	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	173940	11_02	Mouse_D	colonised	11/7/19	Mus musculus	intermediate	SC	32	MDUPHL_DAMG	32	intermediate	FALSE	13132
13132.DMG1906322		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	1_11 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	40	11_01	Mouse_A	carrier	11/7/19	Mus musculus	undetectable	SC	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906342		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	200	10090	2_11 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	80	11_02	Mouse_A	carrier	11/7/19	Mus musculus	low	SC	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906377		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_11 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_11 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p27	UBERON:feces	UBERON:feces	0	11_04	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	34	MDUPHL_DAMG	34	none	FALSE	13132
13132.DMG1906328		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	1_11 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	33.33333333	11_01	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906290		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	400	10090	30_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	920	10_30	Mouse_A	colonised	11/7/19	Mus musculus	low	SC	29	MDUPHL_DAMG	29	low	FALSE	13132
13132.DMG1906307		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	300	10090	31_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	160	10_31	Mouse_A	colonised	11/7/19	Mus musculus	low	SC	30	MDUPHL_DAMG	30	low	FALSE	13132
13132.DMG1906295		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	30_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	30_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p22	UBERON:feces	UBERON:feces	0	10_30	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	29	MDUPHL_DAMG	29	undetectable	FALSE	13132
13132.DMG1906350		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	2_11 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	2_11 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p25	UBERON:feces	UBERON:feces	33.33333333	11_02	Mouse_E	carrier	11/7/19	Mus musculus	undetectable	OG	32	MDUPHL_DAMG	32	low	FALSE	13132
13132.DMG1906312		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	31_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	31_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p23	UBERON:feces	UBERON:feces	0	10_31	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	30	MDUPHL_DAMG	30	undetectable	FALSE	13132
13132.DMG1906335		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	100	10090	1_11 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	1_11 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p24	UBERON:feces	UBERON:feces	33.33333333	11_01	Mouse_E	carrier	11/7/19	Mus musculus	low	OG	31	MDUPHL_DAMG	31	low	FALSE	13132
13132.DMG1906243		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	27_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	27_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p19	UBERON:feces	UBERON:feces	0	10_27	Mouse_B	carrier	11/7/19	Mus musculus	undetectable	SC	26	MDUPHL_DAMG	26	undetectable	FALSE	13132
13132.DMG1906287		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	29_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	29_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p21	UBERON:feces	UBERON:feces	0	10_29	Mouse_F	control	11/7/19	Mus musculus	none	Not applicable	28	MDUPHL_DAMG	28	none	FALSE	13132
