sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1905788		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	4_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_E	naive	Mus musculus	0	OG	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905789		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_F	naive	Mus musculus	0	Not applicable	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905790		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_F	naive	Mus musculus	0	Not applicable	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905791		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	4_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	4_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	m4	UBERON:feces	UBERON:feces	0	10_04	Mouse_F	naive	Mus musculus	0	Not applicable	3	MDUPHL_DAMG	3	0	FALSE	13132
13132.DMG1905792		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	5_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_A	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905793		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	5_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_A	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905794		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	5_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_A	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905795		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	5_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_B	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905796		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	5_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_B	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905797		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	5_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_B	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905798		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	5_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_C	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905799		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	5_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_C	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905800		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	5_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_C	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905801		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	5_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_D	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905802		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	5_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_D	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905803		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	5_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_D	antibiotic	Mus musculus	0	SC	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905804		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	5_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_E	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905805		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	5_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_E	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905806		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	5_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_E	antibiotic	Mus musculus	0	OG	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905807		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	5_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_F	control	Mus musculus	0	Not applicable	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905808		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	5_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_F	control	Mus musculus	0	Not applicable	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905809		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	5_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	5_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	m3	UBERON:feces	UBERON:feces	0	10_05	Mouse_F	control	Mus musculus	0	Not applicable	4	MDUPHL_DAMG	4	0	FALSE	13132
13132.DMG1905810		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	6_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_A	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905811		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	6_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_A	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905812		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	6_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_A	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905813		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	6_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_B	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905814		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	6_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_B	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905815		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	6_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_B	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905816		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	6_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_C	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905817		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	6_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_C	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905818		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	6_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_C	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905819		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	6_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_D	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905820		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	6_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_D	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905821		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	0	10090	6_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_D	antibiotic	Mus musculus	0	SC	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905822		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	6_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_E	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905823		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	6_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_E	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905824		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	6_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_E	antibiotic	Mus musculus	0	OG	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905825		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	6_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_F	control	Mus musculus	0	Not applicable	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905826		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	6_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_F	control	Mus musculus	0	Not applicable	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905827		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	6_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	6_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	m2	UBERON:feces	UBERON:feces	0	10_06	Mouse_F	control	Mus musculus	0	Not applicable	5	MDUPHL_DAMG	5	0	FALSE	13132
13132.DMG1905828		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	7_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_A	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905829		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	7_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_A	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905830		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	0	10090	7_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_A	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905831		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	7_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_B	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905832		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	7_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_B	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
13132.DMG1905833		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	7_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	7_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	m1	UBERON:feces	UBERON:feces	0	10_07	Mouse_B	antibiotic	Mus musculus	0	SC	6	MDUPHL_DAMG	6	0	FALSE	13132
